Tag,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,6.27626706162232e-09,-8.783682670099324e-10,0.00953579170869956,0.008113433638516465,0.0,0.0,0.7697040907893731,0.7697040907893731
0,0.0,0.0,6.426200460651899e-09,5.686553006256645e-09,0.01570380238679647,0.01420972966687106,0.0,0.0,1.109701882309589,1.109701882309589
0,0.0,0.0,4.219440352670745e-09,-1.188432241505666e-09,0.01570374183120049,0.01520085389938752,0.0,0.0,2.068327296923068,2.068327296923068
0,0.0,0.0,4.307298073769061e-09,5.66802649260012e-09,0.01042133047968663,0.009148998498900718,0.0,0.0,1.077212757155362,1.077212757155362
0,0.0,0.0,5.370595967946201e-09,2.866715087534999e-09,0.01167804816909579,0.009560412541216645,0.0,0.0,1.902042851672815,1.902042851672815
0,0.0,0.0,1.352713052682475e-08,5.979900130625992e-09,0.007704710620277333,0.100778667196027,0.0,0.0,0.8294673425824945,0.8294673425824947
0,0.0,0.0,-8.089142133904659e-10,-5.567845073883859e-10,0.010137661729824,0.008336785808997993,0.0,0.0,1.075268177016406,1.075268177016405
0,0.0,0.0,2.8903793136692e-08,-2.052039427269392e-09,0.008562018178578268,0.006655391573358038,0.0,0.0,0.9563407884199631,0.9563407884199633
0,0.0,0.0,1.113521364004555e-08,7.694948678249602e-09,0.01126893671714246,0.1220519105912516,0.0,0.0,1.282069593716695,1.282069593716695
0,0.0,0.0,-2.754187766740301e-09,1.064865529087911e-08,0.00904113517076921,0.007031400892147599,0.0,0.0,1.074172696946022,1.074172696946022
0,0.02386823296546936,0.007427143398672342,0.04110869765281677,0.01905260980129242,0.007750873527132995,0.1168487283672672,9.697863560321796,8.405439598919873,0.9582031459606204,0.95820314596062
0,0.01412575133144855,0.01548015139997005,0.02432904578745365,0.05126838386058807,0.008423302394730436,0.006317322840194817,3.123934668156845,9.178701995588003,0.954526620251706,0.9545266202517062
0,0.09812983870506287,0.02213528379797935,0.169010803103447,0.05111059173941612,0.008907156025595553,0.2581378919508169,13.86347668363835,19.79792599980306,1.43012273038974,1.43012273038974
0,0.05230211466550827,0.009153271093964577,0.0900808721780777,0.03056790307164192,0.007825385950819164,0.006034615453788583,10.38181393347941,12.88600980186483,0.9975753169597698,0.9975753169597698
0,0.06653603166341782,0.01189096365123987,0.1145962253212929,0.03106527589261532,0.00975849974297116,0.3388803690195156,11.71721632975486,11.39248640088318,1.078422938873538,1.078422938873538
0,0.02547970786690712,0.0,0.04388419166207314,3.384512448079136e-09,0.01027610589163663,0.1399742763030151,2.889977512615756,8.961140405889921,1.208601506785675,1.208601506785675
0,0.0,0.0,8.679339025263744e-09,-8.140486507102196e-09,0.01213849353074459,0.1602691010826104,0.0,0.0,1.860380305390224,1.860380305390223
0,0.0,0.0,1.051827425158081e-08,8.403680418211934e-09,0.00805690351335242,0.006314568285530675,0.0,0.0,1.160222935144342,1.160222935144342
0,0.0,0.0,1.840544960884927e-08,1.507223146290926e-08,0.009642892652253598,0.187178387056212,0.0,0.0,1.184045712496663,1.184045712496663
0,0.005877961870282888,0.0,0.01012374367564917,-5.531690216997731e-09,0.009176493476347747,0.1030096130432582,2.00322439321946,2.987046801963307,1.259793666005487,1.259793666005487
0,0.0,0.0,5.123717006227935e-09,5.667921687546595e-10,0.008491500644207006,0.0895625713203857,0.0,0.0,0.9421908086284794,0.9421908086284795
0,0.0,0.0,7.7046102830991e-09,1.579423170028349e-08,0.0110810644680438,0.122866161848774,0.0,0.0,1.225934124824538,1.225934124824538
0,0.0,0.0,6.00075900081265e-09,9.049859528431625e-09,0.008152751147276094,0.006589141871751081,0.0,0.0,0.9934952240377648,0.9934952240377648
