Tag,0,1,2,3,4,5,6,7,8,9
0,0.069665529,0.152285844,0.087397896,0.219054401,0.158979976,0.149188277,17.26355616,21.77834249,0.766701274,0.766701274
0,0.0154882,0.083950266,0.019430503,0.159846544,0.154805315,0.009283339,7.353869007,30.47756722,0.783769297,0.783769297
0,0.00734531,0.065028653,0.009214962,0.146675646,0.012157839,0.014658361,6.391319037,10.15730106,0.688018827,0.688018827
0,0.011181384,0.0604701,0.014027454,0.105037279,0.010402305,0.011992414,7.135312156,11.82067439,0.856008263,0.856008263
0,0.008938263,0.088351384,0.011213392,0.186512917,0.009964446,0.012321407,6.498905985,15.70568129,0.832525324,0.832525324
0,0.007024023,0.068081558,0.008811861,0.135140449,0.01036954,0.012071393,6.757168171,14.48996344,0.782831388,0.782831388
1,0.199763075,0.449856639,0.250609815,0.648527801,0.292014431,0.744662255,24.72496483,34.07641171,0.672280855,0.672280855
0,0.026713409,0.14760989,0.033512913,0.260280848,0.303107884,0.455345396,7.017048709,55.72378023,0.752546531,0.752546531
0,0.050198764,0.243048787,0.062976122,0.418077677,0.011323277,0.55951883,11.56187255,18.84762568,0.717966997,0.717966997
0,0.050797895,0.099185899,0.063727766,0.193143487,0.011621096,0.248906277,13.39081467,14.40643078,0.698040036,0.698040036
0,0.053312868,0.092245474,0.066882901,0.166838288,0.259407456,0.234811766,13.45931724,14.40643078,0.682431531,0.682431531
0,0.013509608,0.208826035,0.016948257,0.35569033,0.011826593,0.812165472,8.315159034,13.06291778,0.722953441,0.722953441
0,0.007062403,0.076498874,0.008860044,0.160328716,0.013674836,0.585192124,7.038427981,7.404479334,0.727665012,0.727665012
0,0.006307681,0.081205547,0.007913221,0.181379303,0.013258403,0.657291979,6.891943902,7.404479334,0.688381932,0.688381932
0,0.006907073,0.073994815,0.008665156,0.156368077,0.01350723,0.175204702,6.988872853,7.404479334,0.721594229,0.721594229
0,0.012202389,0.080772385,0.015308345,0.163994819,0.499410249,0.440802664,7.840759389,8.556131662,0.689657678,0.689657678
0,0.004392449,0.080772385,0.005510487,0.167981505,0.011826612,0.019852261,6.483269536,8.001673886,0.751355804,0.751355804
0,0.017482348,0.092775099,0.02193222,0.197019756,0.009109008,0.491652294,8.543603917,30.01097381,0.834867195,0.834867195
0,0.109917961,0.293026268,0.137895942,0.444305211,0.010360671,0.315093451,20.5385934,32.21944749,0.743635463,0.743635463
0,0.017002637,0.130651847,0.021330407,0.235225528,0.215772562,0.334323317,8.671306608,29.08953517,0.839270361,0.839270361
0,0.04423083,0.187984824,0.055489149,0.310361773,0.30313449,0.477511795,9.361596288,41.26304531,0.762526733,0.762526733
0,0.015511582,0.18190138,0.019459827,0.334643215,0.014742626,0.518616444,7.929935873,10.92861935,0.691648186,0.691648186
0,0.016140684,0.137084439,0.020249058,0.270841628,0.303795848,0.176014406,7.172794063,23.6265492,0.724703145,0.724703145
0,0.033665091,0.068999976,0.042234045,0.101532914,0.013741509,0.016260201,9.872541573,9.95336575,0.682614069,0.682614069
0,0.007193904,0.066316165,0.009025037,0.134618893,0.215137411,0.015600447,6.502530642,10.15730106,0.687571786,0.687571786
0,0.029190812,0.217848957,0.036620911,0.379428536,0.013741539,0.703470028,10.26223859,13.61737556,0.676853915,0.676853915
0,0.065995306,0.158555567,0.082793467,0.269731462,0.171998552,0.388180042,11.83506407,28.36454547,0.690773444,0.690773444
0,0.055497456,0.124606363,0.06962353,0.243847787,0.009936157,0.285756692,11.87938562,23.79369384,0.707026776,0.707026776
1,0.297842562,0.470238209,0.373654068,0.682078302,0.014307737,0.792469181,25.76211368,30.74966505,0.699302995,0.699302995
0,0.027149662,0.217403159,0.034060199,0.389880419,0.30089755,0.488902462,8.601631606,27.70178166,0.751068558,0.751068558
0,0.093915977,0.18242678,0.117820926,0.264543682,0.011002133,0.202215749,21.88727315,26.48165685,0.706854923,0.706854923
0,0.046302151,0.14206104,0.05808771,0.261133105,0.305213206,0.194246482,12.00265219,19.5958057,0.680610567,0.680610567
0,0.004459729,0.13032867,0.00559488,0.266719878,0.010832268,0.248285684,5.939293239,20.21432899,0.738764654,0.738764654
0,0.004352187,0.128604189,0.005459965,0.259039313,0.010963258,0.303037339,6.019419833,20.21432899,0.708953046,0.708953046
0,0.003795251,0.113347441,0.00476128,0.222508401,0.009490358,0.261167048,5.636992205,29.56224256,0.877644407,0.877644407
0,0.033366058,0.090956263,0.041858904,0.190079719,0.012973904,0.015600375,9.119414116,11.59727192,0.690877807,0.690877807
0,0.022411548,0.117739581,0.028116101,0.23193711,0.304171492,0.307766694,7.939645929,22.96715071,0.785170606,0.785170606
0,0.002762198,0.078106299,0.003465278,0.129715145,0.010627881,0.011024749,6.791227953,12.46572323,0.716263394,0.716263394
1,0.751702309,0.726968288,0.943037152,0.863749564,0.500947743,0.801243624,51.11744712,35.25287285,0.748795055,0.748795055
0,0.032038663,0.088534735,0.040193651,0.189028203,0.41350751,0.014243885,12.28877896,17.77777579,0.699810239,0.699810239
0,0.053085729,0.084904805,0.066597931,0.172294512,0.066953069,0.011335204,12.82561027,17.77777579,0.687666438,0.687666438
0,0.027273191,0.069845289,0.034215197,0.137038589,0.293976564,0.010551888,10.82637244,17.77777579,0.746508455,0.746508455
0,0.032081757,0.083213367,0.040247697,0.172771826,0.010676831,0.012504064,11.41163096,17.77777579,0.695765962,0.695765962
0,0.203016475,0.037013937,0.254691392,0.077947699,0.263825853,0.479593273,16.42317139,9.303315217,0.855614914,0.855614914
0,0.017123451,0.061871439,0.021481982,0.127831981,0.009936108,0.010248752,9.801369536,17.22331801,0.735975425,0.735975425
0,0.04307881,0.077796884,0.0540439,0.144121602,0.304232768,0.010310088,13.60469708,18.33223357,0.69838183,0.69838183
0,8.65688E-06,0.034372203,1.08623E-05,0.070306838,0.014980497,0.015369647,6.277585592,8.513394887,0.688359445,0.688359445
0,0.046691447,0.087626286,0.063496917,0.126045346,0.161235025,0.011382972,10.6435186,12.57930974,0.805584322,0.805584322
0,0.011569164,0.000174716,0.015733242,0.000332674,0.15704557,0.010331937,4.758837318,9.347761732,0.821105309,0.821105309
0,0.008709258,0.000587341,0.01184395,0.001324793,0.013938585,0.015712684,5.169542941,5.702579876,0.695889867,0.695889867
0,0.013257651,0.001084501,0.018029429,0.001883796,0.012179886,0.01304389,6.031028775,7.525170804,0.899012635,0.899012635
0,0.005270918,0.00042833,0.007168077,0.000904219,0.011741239,0.013373233,4.327487031,6.917640495,0.875858587,0.875858587
0,0.008328311,0.00046202,0.011325926,0.000917106,0.012147061,0.013122953,5.54642315,8.602315301,0.817368483,0.817368483
1,0.143488795,0.357225567,0.195134103,0.514987886,0.351557331,0.014232011,15.77052685,24.70564986,0.69380294,0.69380294
0,0.019529061,0.066594325,0.026558086,0.117425948,0.305991507,0.009536281,4.299165242,26.63889692,0.786973463,0.786973463
0,0.062325373,0.12938942,0.084757917,0.222567782,0.174016444,0.017074278,11.26443032,12.37322299,0.746442142,0.746442142
0,0.030118236,0.012763316,0.040958591,0.024853857,0.013400872,0.015712447,8.221530972,7.525170804,0.715802102,0.715802102
0,0.031609375,0.011870216,0.042986412,0.021468887,0.243629989,0.015196178,8.266412376,7.525170804,0.690405694,0.690405694
0,0.007362469,0.098511234,0.010012402,0.167792797,0.01360674,0.019175697,5.951809698,8.851539825,0.749936952,0.749936952
0,0.008373817,0.00103268,0.01138778,0.002164332,0.015458325,0.023148755,5.897053087,4.487519258,0.70861025,0.70861025
0,0.007478951,0.001096217,0.010170825,0.002448499,0.015041138,0.024527842,5.769168823,4.487519258,0.685936418,0.685936418
0,0.008189644,0.000998877,0.011137318,0.002110863,0.015290416,0.021784827,5.853765994,4.487519258,0.704139988,0.704139988
0,0.006801706,0.000838302,0.009249821,0.001702035,0.455173273,0.019842357,5.53012846,4.487519258,0.686913591,0.686913591
0,5.27837E-06,0.000838302,7.17863E-06,0.001743405,0.013606759,0.020912178,4.260107115,3.879988949,0.783311188,0.783311188
0,0.020728638,0.001010402,0.028189406,0.002145727,0.010884264,0.012964985,7.130789268,11.12932751,0.876279941,0.876279941
0,0.097239889,0.218312293,0.132239074,0.331019104,0.173205667,0.011298156,15.00326635,21.41877379,0.776498274,0.776498274
0,0.001888722,0.028587308,0.002568507,0.05146857,0.218251202,0.010503626,4.671155616,12.96633587,0.888197863,0.888197863
0,0.009818566,0.083005361,0.013352519,0.137041345,0.306018197,0.011898988,4.01624253,20.06514478,0.804833388,0.804833388
0,0.005906565,0.085809842,0.008032486,0.157863945,0.016528052,0.019842387,5.220004041,6.55933471,0.708343669,0.708343669
0,0.006226365,0.033380426,0.008467396,0.065950669,0.306681641,0.012006787,4.37351348,10.20451657,0.753962451,0.753962451
0,0.039916344,0.00671104,0.054283265,0.00987524,0.015525119,0.017316243,8.59012289,5.479123941,0.683719037,0.683719037
0,0.008529738,0.000598969,0.011599839,0.001215889,0.217609152,0.01665578,5.266138016,5.702579876,0.685780054,0.685780054
0,0.02091735,0.102767691,0.028446048,0.17899099,0.015525149,0.019175833,7.648496053,9.459070134,0.681251289,0.681251289
0,0.069947556,0.05723514,0.095123515,0.097367279,0.174302162,0.011298279,10.67976233,13.11866942,0.714042328,0.714042328
0,0.059830245,0.031719189,0.081364721,0.062072713,0.0117129,0.012120966,10.85904349,10.43932366,0.734350259,0.734350259
1,0.24565798,0.376668096,0.334076703,0.546355128,0.016092374,0.017789329,18.03960517,22.88305893,0.688122469,0.688122469
0,0.02706955,0.127095044,0.036812592,0.227926135,0.303767408,0.012811202,7.021359454,17.4115676,0.782153768,0.782153768
0,0.105288237,0.132190302,0.143184245,0.191693977,0.012780794,0.011298457,18.25636393,17.50726592,0.708569804,0.708569804
0,0.028853096,0.045071777,0.039238099,0.082849793,0.308103476,0.013751107,7.597722552,9.596986256,0.688341652,0.688341652
0,0.003527162,0.035454493,0.004796675,0.072558261,0.012610623,0.014817715,4.406852526,8.989455947,0.76639548,0.76639548
0,0.003442108,0.034985371,0.004681027,0.070468865,0.012741848,0.014373065,4.476162364,8.989455947,0.729052652,0.729052652
0,0.003003268,0.022435991,0.004084222,0.044043317,0.011266299,0.01070972,4.106506129,12.02710749,0.923456642,0.923456642
0,0.039561789,0.006766494,0.053801131,0.01414058,0.014756124,0.016655708,7.774770821,5.479123941,0.702497237,0.702497237
0,0.024610292,0.03007504,0.033468194,0.059245307,0.307058471,0.012191116,6.405129664,10.20451657,0.820746081,0.820746081
